Topic,Count,Name,Representation,Representative_Docs
109,33,109_azucar_bebidas_refrescos_refresco,"['azucar', 'bebidas', 'refrescos', 'refresco', 'consumo', 'azucaradas', 'exceso', 'enfermedad', 'talla', 'calorias']","['el segundo punto es no consumir mucha azucar y harinas refinadas el azucar en exceso ya no alcanza a entrar a las celulas y proporcionar la energia y se queda afuera y al quedarse afuera se elevan los niveles de glucosa y se altera el proceso y aparece la enfermedad ', 'el consumo de bebidas azucaradas impacta en el estado de animo hay picos y caidas de glucosa que provocan primero subida rapida de azucar energia y animo momentaneo sin embargo despues viene una caida posterior fatiga irritabilidad y antojo de otro tipo de alimentos ', 'creo que todos en nuestro pais lo sabemos aunque vale la pena reforzar porque las calorias vacias de las bebidas azucaradas de los refrescos y otro tipo de bebidas son calorias vacias que generan muerte y enfermedad ']"
110,33,110_gracias_muchas_sheinbaum_claudia,"['gracias', 'muchas', 'sheinbaum', 'claudia', 'pardo', 'presidenta', 'cumpliendo', 'agradecer', 'mexico', 'platicamos']","['presidenta de mexico claudia sheinbaum pardo muchas gracias ', 'presidenta de mexico claudia sheinbaum pardo muchas gracias ', 'presidenta de mexico claudia sheinbaum pardo muchas gracias ']"
111,33,111_escuchemos_dirige_estimado_mensaje,"['escuchemos', 'dirige', 'estimado', 'mensaje', 'doctora', 'constitucional', 'moderador', 'publico', 'mexicanos', 'unidos']","['moderador estimado publico escuchemos el mensaje que nos dirige la presidenta constitucional de los estados unidos mexicanos doctora claudia sheinbaum pardo ', 'moderador estimado publico escuchemos el mensaje que nos dirige la presidenta constitucional de los estados unidos mexicanos doctora claudia sheinbaum pardo ', 'moderador estimado publico escuchemos el mensaje que nos dirige la presidenta constitucional de los estados unidos mexicanos doctora claudia sheinbaum pardo ']"
112,33,112_montiel_ariadna_reyes_bienestar,"['montiel', 'ariadna', 'reyes', 'bienestar', 'secretaria', 'gracias', 'buenos', 'permiso', 'companeras', 'balboa']","['secretaria de bienestar ariadna montiel reyes gracias ', 'secretaria del bienestar ariadna montiel reyes gracias ', 'secretaria del bienestar ariadna montiel reyes gracias ']"
113,33,113_agradecemos_diputados_agradecer_federales,"['agradecemos', 'diputados', 'agradecer', 'federales', 'locales', 'federal', 'agradecerle', 'agradecimiento', 'gabinete', 'secretaria']","['desde luego tambien agradecemos a todos nuestros companeros del gobierno federal del gobierno del estado ', 'agradezco a todos los que integran los tres niveles de gobierno a nuestros diputados a nuestros presidentes municipales a nuestros diputados locales federales y senadores y aqui en especial a nuestro gobierno federal y a los que lo integran ', 'asi como tambien quiero agradecer a nuestros diputados a nuestros senadores diputados locales federales ']"
114,33,114_empresarios_empresas_patrocinios_negocio,"['empresarios', 'empresas', 'patrocinios', 'negocio', 'empresa', 'empresarial', 'quiebra', 'publicidad', 'seria', 'mejor']","['posibilitar que hasta 3 por ciento del total del tiempo se pueda usar para publicidad y patrocinios y de nuevo aclarar esto es publicidad y patrocinios locales esto no es que una corporacion pueda transmitir un comercial en esta radio comunitaria es la tienda la comunidad la papeleria en fin no pero que si generan mecanismos de sostenibilidad financiera para que puedan sobrevivir ', 'recuerden que se reunieron los empresarios no solamente el vicepresidente de brasil y relaciones exteriores economia energia sino tambien hubo reunion entre empresarios para ver si puede haber alguna complementariedad ', 'pregunta y la otra sobre lo que preguntaban sobre las empresas para los pequenos empresarios las pymes saber si dentro del plan muchas veces es como muy complicado hacer todos los tramites ante el sat para poderte dar de alta y formalizar tu negocio y poder entrar a estas partes de los creditos y toda esta formalidad que se le pide a una familia ']"
115,32,115_ariadna_montiel_reyes_bienestar,"['ariadna', 'montiel', 'reyes', 'bienestar', 'secretaria', 'christian', 'leslie', 'chris', 'imss', 'garcia']","['la secretaria de bienestar ariadna montiel reyes ', 'la secretaria de bienestar ariadna montiel reyes ', 'la secretaria de bienestar ariadna montiel reyes ']"
116,32,116_discapacidad_apoyo_personas_programas,"['discapacidad', 'apoyo', 'personas', 'programas', 'constitucion', 'continuar', 'jovenes', 'preparatoria', 'fertilizantes', 'becas']","['el apoyo a personas con discapacidad tambien el apoyo a jovenes de preparatoria el apoyo al campo el fertilizantes gratuitos jovenes construyendo el futuro sembrando vida todos son ya programas de bienestar establecidos en la constitucion ', 'el apoyo a las personas con discapacidad ', 'el apoyo a personas con discapacidad ya esta en la constitucion ']"
117,31,117_2025_ingenieria_2027_2026,"['2025', 'ingenieria', '2027', '2026', 'marginales', '40', 'estaremos', 'huejutla', 'ganamos', '2030']","['y finalmente si nos lo permiten queremos seguir difundiendo esta convocatoria 2025 el pasado 27 de enero se emitio ya esta convocatoria para el reclutamiento de residentes esta dirigida tanto a residentes del imss como de otras instituciones que egresan de diferentes institutos de diferentes sedes de formacion tambien de algunas de las que son en instituciones privadas ', 'tambien arrancamos y damos continuidad en la pachuca huejutla tamazunchale a un tramo que es real de monte huasca que se concluye en este mes y tambien arrancamos huejutla hacia tamazunchale durante 2025 son obras que se llevan del orden de dos a tres anos pero estamos iniciando en 2025 ', 'en este sentido los planes de estudio autorizados del 2023 al 2024 y que ya estan funcionando son ingenieria en semiconductores ingenieria ferroviaria ingenieria en inteligencia artificial ingenieria en ciberseguridad ingenieria en ciencia de datos ingenieria en desarrollo de aplicaciones y la licenciatura en medicina veterinaria y zootecnia ']"
118,31,118_bienvenidos_sean_ustedes_todas,"['bienvenidos', 'sean', 'ustedes', 'todas', 'todos', 'antemano', 'placentera', 'diciendole', 'infinitamente', 'contesta']","['todas y todos ustedes sean bienvenidos ', 'todas y todos ustedes sean bienvenidos ', 'todas y todos ustedes sean bienvenidos ']"
119,31,119_consumidor_pagina_internet_revista,"['consumidor', 'pagina', 'internet', 'revista', 'redes', 'sociales', 'canasta', 'nuestras', 'practicas', 'precios']","['nuestras redes sociales la pagina de internet el numero del consumidor ', 'nuestras redes sociales la pagina de internet y el numero del consumidor ', 'nuestras redes sociales la pagina de internet y el numero del consumidor ']"
120,30,120_alfaro_gobernador_municipal_gobernadora,"['alfaro', 'gobernador', 'municipal', 'gobernadora', 'embajadores', 'usted', 'consules', 'rec', 'alcalde', 'querido']","['se le dijo hace poco a la gobernadora asi como estamos usted y yo que este tema no lo han querido atender y resolver se sorprendio al verle yo su cara y yo le quiero pedir a usted que se que hay muy buena relacion y que hay la disposicion de parte de usted que ya se atienda y se resuelva porque no le han querido regresar el dinero que les corresponde ', 'entonces bueno alfaro ha tenido esta el gobernador alfaro ha tenido esta propuesta desde hace tiempo lo planteo en su momento en la conago muchos de nosotros no estuvimos de acuerdo ahora vuelve a hacer este planteamiento pero bueno hay que ver que opina el nuevo gobernador que va a entrar en diciembre no ', 'pregunta presidenta y con respecto al gobernador alfaro todavia no terminaba su administracion alfaro cuando ya habian entrado a ese predio y seguramente el gobernador sabia del tema o hizo caso omiso o quiso tapar el sol con un dedo ']"
121,30,121_ejercito_aerea_guardia_armada,"['ejercito', 'aerea', 'guardia', 'armada', 'fuerza', 'nacional', 'mexicana', 'armadas', 'fuerzas', 'defensa']","['moderadora generales jefes oficiales y personal de tropa pertenecientes al ejercito y fuerza aerea mexicanos ', 'hoy el ejercito la fuerza aerea la guardia nacional son instituciones que sostienen al estado mexicano y son esencia de la soberania nacional ', 'generales almirantes comisarios jefes capitanes inspectores oficiales cadetes personal de tropa marineria y escala basica pertenecientes al ejercito mexicano fuerza aerea mexicana armada de mexico y guardia nacional ']"
122,30,122_rosa_icela_rodriguez_velazquez,"['rosa', 'icela', 'rodriguez', 'velazquez', 'gobernacion', 'licenciada', 'secretaria', 'moderador', 'rectora', 'rosas']","['la secretaria de gobernacion rosa icela rodriguez velazquez ', 'la secretaria de gobernacion rosa icela rodriguez velazquez ', 'la secretaria de gobernacion rosa icela rodriguez velazquez ']"
123,29,123_comunidad_comunidades_asamblea_asambleas,"['comunidad', 'comunidades', 'asamblea', 'asambleas', 'obra', 'inpi', 'comunitaria', 'buena', 'elige', 'indigenas']","[' como se va a ejercer como se ejerce por ejemplo la escuela es nuestra se hace una asamblea de la comunidad la comunidad elige si ya tienen sus propias autoridades se dara a las autoridades y si no el pueblo elige una comision que va a administrar esos recursos ', 'y otra muy importante es que en abril ya inician las asambleas en los pueblos originarios en las comunidades para entregar los recursos que van a todas las comunidades indigenas y afrodescendientes del pais a traves de este recurso del fais de las obras de infraestructura social que antes solamente iban a los estados a los municipios y ahora van directamente a las comunidades ', 'entonces la comunidad se reune en asamblea apoyados por el inpi y la secretaria de bienestar deciden que lo van a ocupar para una obra de agua potable para una obra de pavimentacion para una obra de construccion de una casa de la cultura lo que decida la comunidad en su asamblea ']"
124,29,124_pension_mujeres_60_automatico,"['pension', 'mujeres', '60', 'automatico', 'reconocer', '65', 'adulto', 'pase', 'llegar', 'mexicanas']","['presidenta de mexico claudia sheinbaum pardo ah como no como hay mujer presidenta con a y llegamos todas las mujeres a la presidencia es tiempo de reconocer el trabajo de las mujeres y al llegar a los 60 pension mujeres bienestar y cuando cumplimos 65 pase automatico a la pension adulto mayor por eso es para las mujeres ', 'presidenta de mexico claudia sheinbaum pardo como no llegamos todas las mujeres a la presidencia de la republica y es tiempo de reconocer el trabajo de las mujeres mexicanas por eso al llegar a los 60 pension mujeres bienestar y cuando se cumple 65 pase automatico a la pension para adulto mayor ', 'presidenta de mexico claudia sheinbaum pardo pues como hay mujer presidenta por primera vez vamos a reconocer el trabajo de las mujeres mexicanas y al llegar a los 60 pension mujeres bienestar y despues pase automatico a la pension a adulto mayor a los 65 anos ']"
125,29,125_inversiones_inversion_portafolio_invertir,"['inversiones', 'inversion', 'portafolio', 'invertir', 'preguntamos', 'cuales', 'hablamos', 'empresas', 'dolares', 'relocalizacion']","['se les ha invitado el dia de hoy porque es el polo de desarrollo para el bienestar que tiene o registra el mayor avance de los 15 en cuanto a inversiones ya comprometidas no cartas de intencion sino ya inversiones por realizarse ', 'entonces manana vamos a anunciar tambien otras inversiones vamos a hacer jueves de anuncios de inversiones entonces manana vamos a viene marcelo o si el se tiene que ir a washington viene su equipo a anunciar nuevas inversiones ', 'y estamos tambien con diversas inversiones ']"
